"ano","estado_civil","idade","raca","renda","partido","religiao","denominacao","horas_tv"
2014,"Nunca casou",20,"Branca","Não se aplica","Fortemente democrata","Nenhuma","Não se aplica",0
2014,"Nunca casou",27,"Branca","US$ 3000 - 3999","Não fortemente repubicano","Cristã","Sem denominação",0
2014,"Casado(a)",80,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja metodista unida",3
2014,"Casado(a)",56,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Evangélica luterana",4
2014,"Casado(a)",44,"Branca","US$ 15000 - 19999","Independente, inclinação republicana","Nenhuma","Não se aplica",3
2014,"Divorciado(a)",31,"Negra","US$ 5000 - 5999","Não fortemente democrata","Protestante","Batista, não sabe qual",24
2014,"Divorciado(a)",49,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",NA
2014,"Casado(a)",37,"Outra","Não se aplica","Independente, inclinação democrata","Muçulmana/Islã","Não se aplica",3
2014,"Casado(a)",84,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Episcopal",NA
2014,"Casado(a)",67,"Branca","Não se aplica","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2014,"Casado(a)",58,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Sem denominação",6
2014,"Casado(a)",53,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Presbiteriana, não sabe qual",NA
2014,"Casado(a)",39,"Branca","US$ 20000 - 24999","Outro partido","Nenhuma","Não se aplica",NA
2014,"Viúvo(a)",89,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",4
2014,"Casado(a)",54,"Branca","US$ 25000 ou mais","Fortemente democrata","Outra","Não se aplica",1
2014,"Nunca casou",31,"Branca","US$ 15000 - 19999","Não fortemente democrata","Cristã","Sem denominação",4
2014,"Separado(a)",73,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",4
2014,"Casado(a)",67,"Branca","US$ 10000 - 14999","Fortemente republicano","Protestante","Presbiteriana, não sabe qual",4
2014,"Casado(a)",47,"Outra","US$ 25000 ou mais","Independente, inclinação democrata","Budismo","Não se aplica",0
2014,"Casado(a)",78,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",5
2014,"Casado(a)",55,"Branca","Não se aplica","Fortemente republicano","Católica","Não se aplica",8
2014,"Viúvo(a)",57,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Outra",3
2014,"Viúvo(a)",88,"Branca","Não se aplica","Independente","Protestante","Igreja metodista unida",NA
2014,"Divorciado(a)",46,"Branca","US$ 10000 - 14999","Independente","Protestante","Igreja metodista unida",2
2014,"Casado(a)",79,"Branca","Não se aplica","Fortemente democrata","Protestante","Sínodo luterano",NA
2014,"Nunca casou",41,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Cristã","Sem denominação",NA
2014,"Viúvo(a)",64,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",4
2014,"Casado(a)",61,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2014,"Casado(a)",40,"Branca","Não se aplica","Outro partido","Cristã","Sem denominação",1
2014,"Nunca casou",19,"Branca","US$ 1000 - 2999","Fortemente republicano","Protestante","Igreja Presbiteriana dos EUA",1
2014,"Casado(a)",39,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra presbiteriana",2
2014,"Divorciado(a)",41,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",2
2014,"Casado(a)",44,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Outra",1
2014,"Casado(a)",57,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",1
2014,"Casado(a)",55,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",3
2014,"Casado(a)",46,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",1
2014,"Casado(a)",41,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Sínodo luterano",NA
2014,"Divorciado(a)",37,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Sínodo luterano",0
2014,"Viúvo(a)",87,"Branca","US$ 25000 ou mais","Fortemente republicano","Católica","Não se aplica",3
2014,"Divorciado(a)",42,"Outra","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",NA
2014,"Divorciado(a)",30,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",2
2014,"Nunca casou",56,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Luterana, não sabe qual",3
2014,"Casado(a)",39,"Branca","US$ 1000 - 2999","Independente","Nenhuma","Não se aplica",1
2014,"Nunca casou",32,"Branca","US$ 6000 - 6999","Independente, inclinação republicana","Cristã","Sem denominação",1
2014,"Divorciado(a)",50,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",2
2014,"Divorciado(a)",54,"Branca","Não se aplica","Independente","Católica","Não se aplica",6
2014,"Casado(a)",43,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Igreja luterana dos EUA",1
2014,"Viúvo(a)",80,"Branca","Não se aplica","Fortemente republicano","Católica","Não se aplica",NA
2014,"Divorciado(a)",51,"Branca","Menos de US$ 1000","Independente","Protestante","Sínodo luterano",2
2014,"Casado(a)",71,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",6
2014,"Casado(a)",39,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Outra",1
2014,"Viúvo(a)",84,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja metodista unida",4
2014,"Casado(a)",43,"Negra","US$ 25000 ou mais","Independente","Protestante","Sínodo luterano",NA
2014,"Viúvo(a)",70,"Branca","Não se aplica","Não fortemente repubicano","Católica","Não se aplica",3
2014,"Casado(a)",58,"Branca","US$ 25000 ou mais","Fortemente democrata","Católica","Não se aplica",5
2014,"Casado(a)",82,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",3
2014,"Casado(a)",37,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2014,"Divorciado(a)",30,"Outra","US$ 20000 - 24999","Não fortemente democrata","Católica","Não se aplica",0
2014,"Casado(a)",58,"Branca","US$ 25000 ou mais","Fortemente democrata","Protestante","Igreja luterana americana",1
2014,"Casado(a)",89,"Branca","Não se aplica","Não fortemente democrata","Protestante","Luterana, não sabe qual",NA
2014,"Nunca casou",80,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Evangélica luterana",4
2014,"Viúvo(a)",66,"Branca","US$ 5000 - 5999","Independente","Protestante","Outra",3
2014,"Casado(a)",30,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Protestante","Evangélica luterana",1
2014,"Casado(a)",57,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Igreja metodista unida",NA
2014,"Casado(a)",55,"Branca","US$ 25000 ou mais","Fortemente republicano","Católica","Não se aplica",NA
2014,"Casado(a)",64,"Branca","US$ 25000 ou mais","Independente","Protestante","Igreja metodista unida",NA
2014,"Casado(a)",58,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Igreja metodista unida",NA
2014,"Casado(a)",44,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Igreja metodista unida",5
2014,"Nunca casou",31,"Branca","US$ 25000 ou mais","Independente","Protestante","Luterana, não sabe qual",4
2014,"Casado(a)",31,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",NA
2014,"Casado(a)",64,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Luterana, não sabe qual",NA
2014,"Casado(a)",27,"Negra","US$ 25000 ou mais","Não fortemente democrata","Muçulmana/Islã","Não se aplica",NA
2014,"Divorciado(a)",59,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",3
2014,"Casado(a)",38,"Branca","US$ 5000 - 5999","Independente, inclinação democrata","Protestante","Luterana, não sabe qual",2
2014,"Casado(a)",29,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Batista, não sabe qual",4
2014,"Casado(a)",75,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",NA
2014,"Nunca casou",45,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2014,"Divorciado(a)",44,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Protestante","Igreja luterana dos EUA",NA
2014,"Nunca casou",29,"Outra","US$ 25000 ou mais","Independente","Católica","Não se aplica",2
2014,"Casado(a)",79,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",NA
2014,"Nunca casou",34,"Outra","US$ 25000 ou mais","Independente","Outra religião oriental","Não se aplica",2
2014,"Casado(a)",85,"Branca","Não se aplica","Independente, inclinação democrata","Católica","Não se aplica",4
2014,"Casado(a)",66,"Branca","US$ 25000 ou mais","Independente","Protestante","Episcopal",0
2014,"Nunca casou",26,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2014,"Casado(a)",66,"Branca","Não se aplica","Independente","Protestante","Sem denominação",4
2014,"Divorciado(a)",65,"Branca","US$ 20000 - 24999","Independente, inclinação democrata","Protestante","Batistas do sul",2
2014,"Divorciado(a)",65,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Igreja metodista unida",3
2014,"Nunca casou",56,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Cristã","Sem denominação",2
2014,"Nunca casou",56,"Branca","Não se aplica","Fortemente republicano","Protestante","Batista, não sabe qual",17
2014,"Nunca casou",34,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Batista, não sabe qual",NA
2014,"Nunca casou",55,"Negra","US$ 8000 - 9999","Fortemente democrata","Protestante","Sem denominação",4
2014,"Casado(a)",53,"Branca","Não se aplica","Fortemente republicano","Protestante","Batistas do sul",1
2014,"Viúvo(a)",82,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Igreja metodista unida",2
2014,"Casado(a)",29,"Branca","US$ 8000 - 9999","Não fortemente democrata","Católica","Não se aplica",1
2014,"Divorciado(a)",52,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2014,"Nunca casou",23,"Branca","Não se aplica","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2014,"Casado(a)",33,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",2
2014,"Casado(a)",56,"Branca","US$ 25000 ou mais","Outro partido","Protestante","Igreja metodista unida",3
2014,"Nunca casou",28,"Branca","US$ 20000 - 24999","Independente, inclinação republicana","Católica","Não se aplica",NA
2014,"Casado(a)",76,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja metodista unida",3
2014,"Casado(a)",33,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2014,"Casado(a)",68,"Branca","Não se aplica","Fortemente republicano","Protestante","Sínodo luterano",3
2014,"Casado(a)",44,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2014,"Casado(a)",74,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",NA
2014,"Casado(a)",55,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Igreja metodista unida",NA
2014,"Casado(a)",67,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Presbiteriana, não sabe qual",NA
2014,"Casado(a)",59,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Católica","Não se aplica",NA
2014,"Nunca casou",55,"Negra","US$ 15000 - 19999","Não fortemente democrata","Protestante","Batista, não sabe qual",0
2014,"Nunca casou",45,"Negra","Não se aplica","Independente, inclinação democrata","Católica","Não se aplica",10
2014,"Nunca casou",56,"Negra","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",5
2014,"Nunca casou",27,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Batista, não sabe qual",2
2014,"Casado(a)",34,"Branca","US$ 10000 - 14999","Independente","Católica","Não se aplica",NA
2014,"Separado(a)",61,"Negra","Não se aplica","Independente, inclinação democrata","Nenhuma","Não se aplica",0
2014,"Casado(a)",30,"Negra","US$ 25000 ou mais","Fortemente democrata","Protestante","Batista, não sabe qual",2
2014,"Nunca casou",25,"Outra","US$ 1000 - 2999","Não fortemente repubicano","Hinduísmo","Não se aplica",1
2014,"Nunca casou",56,"Negra","Não se aplica","Fortemente democrata","Protestante","Batista, não sabe qual",6
2014,"Viúvo(a)",58,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Batista, não sabe qual",2
2014,"Divorciado(a)",38,"Branca","US$ 5000 - 5999","Independente","Cristã","Sem denominação",NA
2014,"Nunca casou",26,"Negra","US$ 1000 - 2999","Não fortemente democrata","Católica","Não se aplica",NA
2014,"Casado(a)",71,"Branca","Não se aplica","Não fortemente repubicano","Católica","Não se aplica",3
2014,"Divorciado(a)",44,"Negra","US$ 15000 - 19999","Fortemente democrata","Protestante","Batista, não sabe qual",4
2014,"Nunca casou",35,"Negra","US$ 20000 - 24999","Não fortemente democrata","Católica","Não se aplica",3
2014,"Casado(a)",38,"Negra","US$ 25000 ou mais","Fortemente democrata","Protestante","Batistas do sul",NA
2014,"Viúvo(a)",53,"Negra","US$ 15000 - 19999","Fortemente republicano","Protestante","Outra",7
2014,"Separado(a)",28,"Negra","US$ 15000 - 19999","Independente","Católica","Não se aplica",2
2014,"Viúvo(a)",84,"Branca","Não se aplica","Outro partido","Católica","Não se aplica",2
2014,"Divorciado(a)",50,"Outra","US$ 10000 - 14999","Fortemente democrata","Católica","Não se aplica",5
2014,"Casado(a)",65,"Negra","US$ 3000 - 3999","Fortemente democrata","Católica","Não se aplica",NA
2014,"Nunca casou",26,"Branca","US$ 15000 - 19999","Independente, inclinação republicana","Católica","Não se aplica",NA
2014,"Casado(a)",52,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Sem denominação",NA
2014,"Nunca casou",59,"Negra","Não se aplica","Fortemente democrata","Católica","Não se aplica",NA
2014,"Divorciado(a)",54,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Batista, não sabe qual",NA
2014,"Casado(a)",44,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Batistas do sul",NA
2014,"Casado(a)",67,"Branca","Não se aplica","Independente","Católica","Não se aplica",8
2014,"Divorciado(a)",63,"Branca","US$ 15000 - 19999","Independente, inclinação democrata","Católica","Não se aplica",2
2014,"Nunca casou",29,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Batistas do sul",3
2014,"Casado(a)",60,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Sem denominação",NA
2014,"Nunca casou",20,"Branca","US$ 4000 - 4999","Não fortemente repubicano","Protestante","Outra",NA
2014,"Divorciado(a)",65,"Branca","Menos de US$ 1000","Independente","Protestante","Outra",NA
2014,"Casado(a)",27,"Outra","Não se aplica","Independente","Católica","Não se aplica",8
2014,"Nunca casou",53,"Branca","Não se aplica","Independente","Católica","Não se aplica",NA
2014,"Divorciado(a)",67,"Branca","US$ 20000 - 24999","Fortemente democrata","Católica","Não se aplica",2
2014,"Divorciado(a)",30,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Cristã","Sem denominação",2
2014,"Nunca casou",19,"Branca","US$ 3000 - 3999","Independente, inclinação democrata","Protestante","Batista, não sabe qual",2
2014,"Casado(a)",79,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Batistas do sul",6
2014,"Divorciado(a)",33,"Branca","Não se aplica","Não fortemente democrata","Protestante","Batistas do sul",1
2014,"Viúvo(a)",75,"Branca","US$ 10000 - 14999","Independente","Protestante","Luterana, não sabe qual",3
2014,"Casado(a)",79,"Branca","Não se aplica","Fortemente republicano","Protestante","Batista, não sabe qual",5
2014,"Casado(a)",32,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Sem denominação",NA
2014,"Divorciado(a)",70,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Evangélica luterana",2
2014,"Separado(a)",58,"Branca","US$ 15000 - 19999","Independente, inclinação republicana","Católica","Não se aplica",8
2014,"Divorciado(a)",73,"Outra","Não se aplica","Independente","Católica","Não se aplica",8
2014,"Divorciado(a)",45,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Associação batista estadounidense",NA
2014,"Casado(a)",33,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",NA
2014,"Casado(a)",80,"Branca","Não se aplica","Independente, inclinação democrata","Católica","Não se aplica",NA
2014,"Casado(a)",64,"Outra","Não se aplica","Fortemente democrata","Protestante","Outra",NA
2014,"Nunca casou",54,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",2
2014,"Divorciado(a)",53,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Judaísmo","Não se aplica",NA
2014,"Casado(a)",42,"Branca","Não se aplica","Independente","Cristã","Sem denominação",NA
2014,"Nunca casou",31,"Branca","Não se aplica","Independente","Católica","Não se aplica",2
2014,"Casado(a)",54,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",3
2014,"Viúvo(a)",78,"Branca","Não se aplica","Independente","Protestante","Outra",3
2014,"Nunca casou",28,"Outra","Não se aplica","Independente","Nenhuma","Não se aplica",NA
2014,"Nunca casou",37,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",2
2014,"Nunca casou",18,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",0
2014,"Nunca casou",37,"Branca","US$ 25000 ou mais","Fortemente republicano","Católica","Não se aplica",1
2014,"Casado(a)",43,"Outra","US$ 25000 ou mais","Independente","Católica","Não se aplica",1
2014,"Nunca casou",19,"Outra","Não se aplica","Independente","Católica","Não se aplica",5
2014,"Casado(a)",39,"Outra","US$ 25000 ou mais","Outro partido","Católica","Não se aplica",3
2014,"Casado(a)",52,"Outra","US$ 25000 ou mais","Independente","Católica","Não se aplica",0
2014,"Nunca casou",22,"Outra","Menos de US$ 1000","Não fortemente democrata","Católica","Não se aplica",NA
2014,"Nunca casou",35,"Outra","US$ 5000 - 5999","Independente","Católica","Não se aplica",NA
2014,"Casado(a)",25,"Branca","US$ 25000 ou mais","Independente","Protestante","Outra",NA
2014,"Casado(a)",51,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Católica","Não se aplica",10
2014,"Nunca casou",30,"Branca","Não se aplica","Fortemente democrata","Nenhuma","Não se aplica",3
2014,"Separado(a)",70,"Branca","Não se aplica","Independente","Católica","Não se aplica",3
2014,"Separado(a)",30,"Branca","US$ 8000 - 9999","Não fortemente democrata","Cristã","Sem denominação",2
2014,"Divorciado(a)",59,"Negra","US$ 1000 - 2999","Fortemente democrata","Protestante","Batista, não sabe qual",NA
2014,"Nunca casou",49,"Negra","US$ 3000 - 3999","Fortemente democrata","Protestante","Batista, não sabe qual",5
2014,"Casado(a)",29,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",2
2014,"Casado(a)",30,"Branca","Se negou a responder","Não fortemente repubicano","Protestante","Sem denominação",NA
2014,"Casado(a)",62,"Outra","US$ 25000 ou mais","Fortemente republicano","Protestante","Batistas do sul",NA
2014,"Casado(a)",35,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outras batistas",1
2014,"Casado(a)",55,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",3
2014,"Viúvo(a)",77,"Branca","Não se aplica","Não fortemente repubicano","Católica","Não se aplica",2
2014,"Viúvo(a)",78,"Branca","Não se aplica","Fortemente democrata","Católica","Não se aplica",NA
2014,"Viúvo(a)",89,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",1
2014,"Divorciado(a)",41,"Branca","US$ 25000 ou mais","Independente","Budismo","Não se aplica",NA
2014,"Casado(a)",53,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Cristã","Sem denominação",NA
2014,"Viúvo(a)",74,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja metodista unida",3
2014,"Viúvo(a)",78,"Branca","Não se aplica","Independente","Protestante","Sem denominação",2
2014,"Casado(a)",46,"Branca","Não se aplica","Não fortemente democrata","Protestante","Igreja metodista unida",3
2014,"Divorciado(a)",60,"Branca","Não se aplica","Independente, inclinação democrata","Nenhuma","Não se aplica",4
2014,"Divorciado(a)",61,"Outra","US$ 20000 - 24999","Não fortemente repubicano","Cristã","Sem denominação",5
2014,"Viúvo(a)",48,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",3
2014,"Nunca casou",21,"Outra","US$ 1000 - 2999","Fortemente democrata","Católica","Não se aplica",NA
2014,"Divorciado(a)",77,"Branca","Não se aplica","Independente, inclinação democrata","Budismo","Não se aplica",NA
2014,"Nunca casou",25,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Cristã","Sem denominação",4
2014,"Nunca casou",36,"Branca","US$ 25000 ou mais","Independente","Católica","Não se aplica",3
2014,"Divorciado(a)",32,"Branca","US$ 15000 - 19999","Independente","Nenhuma","Não se aplica",NA
2014,"Nunca casou",19,"Branca","Não se aplica","Independente, inclinação democrata","Budismo","Não se aplica",1
2014,"Nunca casou",29,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",2
2014,"Nunca casou",60,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Igreja metodista unida",10
2014,"Nunca casou",34,"Outra","Não se aplica","Independente, inclinação democrata","Protestante","Sem denominação",4
2014,"Divorciado(a)",77,"Branca","Não se aplica","Independente","Protestante","Episcopal",5
2014,"Divorciado(a)",57,"Branca","US$ 25000 ou mais","Fortemente democrata","Nenhuma","Não se aplica",2
2014,"Nunca casou",24,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",3
2014,"Casado(a)",31,"Branca","US$ 25000 ou mais","Independente","Católica","Não se aplica",NA
2014,"Divorciado(a)",63,"Branca","Não se aplica","Não fortemente democrata","Protestante","Sem denominação",NA
2014,"Casado(a)",78,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",2
2014,"Casado(a)",86,"Branca","Não se aplica","Independente","Católica","Não se aplica",3
2014,"Nunca casou",21,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Sem denominação",3
2014,"Casado(a)",39,"Branca","Não se aplica","Fortemente republicano","Protestante","Sem denominação",3
2014,"Viúvo(a)",61,"Branca","US$ 20000 - 24999","Independente","Protestante","Sínodo luterano",NA
2014,"Divorciado(a)",70,"Outra","Não se aplica","Não fortemente democrata","Protestante","Sem denominação",NA
2014,"Divorciado(a)",43,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Católica","Não se aplica",2
2014,"Divorciado(a)",43,"Outra","US$ 25000 ou mais","Não fortemente repubicano","Cristã","Sem denominação",4
2014,"Viúvo(a)",61,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra presbiteriana",3
2014,"Separado(a)",58,"Branca","US$ 20000 - 24999","Independente, inclinação democrata","Nenhuma","Não se aplica",3
2014,"Nunca casou",34,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",2
2014,"Nunca casou",24,"Outra","US$ 15000 - 19999","Outro partido","Nenhuma","Não se aplica",NA
2014,"Casado(a)",55,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Nenhuma","Não se aplica",3
2014,"Nunca casou",26,"Negra","US$ 25000 ou mais","Não fortemente democrata","Protestante","Batistas do sul",4
2014,"Casado(a)",53,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Sínodo luterano",NA
2014,"Casado(a)",56,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Outra",1
2014,"Casado(a)",60,"Branca","Não se aplica","Independente, inclinação democrata","Católica","Não se aplica",1
2014,"Separado(a)",33,"Branca","US$ 25000 ou mais","Independente","Protestante","Outra",0
2014,"Nunca casou",38,"Branca","US$ 25000 ou mais","Independente","Cristã","Sem denominação",1
2014,"Viúvo(a)",61,"Negra","US$ 10000 - 14999","Não fortemente democrata","Protestante","Igreja metodista unida",NA
2014,"Divorciado(a)",65,"Branca","US$ 25000 ou mais","Independente","Católica","Não se aplica",1
2014,"Divorciado(a)",48,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Outra",4
2014,"Casado(a)",32,"Negra","US$ 25000 ou mais","Independente, inclinação republicana","Católica","Não se aplica",5
2014,"Nunca casou",23,"Branca","Não sabe","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2014,"Nunca casou",38,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",3
2014,"Separado(a)",61,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",3
2014,"Nunca casou",48,"Negra","US$ 25000 ou mais","Fortemente democrata","Protestante","Outra",4
2014,"Separado(a)",25,"Branca","US$ 25000 ou mais","Fortemente democrata","Cristã","Sem denominação",1
2014,"Casado(a)",77,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Sem denominação",4
2014,"Casado(a)",29,"Branca","Não se aplica","Não fortemente repubicano","Cristã","Sem denominação",NA
2014,"Casado(a)",64,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Sem denominação",2
2014,"Casado(a)",63,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Sem denominação",NA
2014,"Nunca casou",23,"Branca","US$ 1000 - 2999","Independente, inclinação republicana","Outra","Não se aplica",5
2014,"Viúvo(a)",67,"Branca","US$ 25000 ou mais","Fortemente democrata","Cristã","Sem denominação",NA
2014,"Casado(a)",28,"Branca","Se negou a responder","Independente","Católica","Não se aplica",3
2014,"Nunca casou",22,"Branca","Não se aplica","Independente, inclinação republicana","Cristã","Sem denominação",NA
2014,"Casado(a)",43,"Outra","Não se aplica","Não fortemente democrata","Católica","Não se aplica",NA
2014,"Casado(a)",30,"Branca","Não se aplica","Independente","Protestante","Outra",2
2014,"Casado(a)",43,"Branca","US$ 25000 ou mais","Não fortemente democrata","Cristã","Sem denominação",NA
2014,"Separado(a)",39,"Branca","US$ 20000 - 24999","Independente","Nenhuma","Não se aplica",NA
2014,"Casado(a)",56,"Branca","US$ 25000 ou mais","Não fortemente democrata","Nenhuma","Não se aplica",2
2014,"Casado(a)",86,"Outra","Não se aplica","Fortemente democrata","Católica","Não se aplica",3
2014,"Casado(a)",29,"Outra","US$ 15000 - 19999","Independente","Nenhuma","Não se aplica",NA
2014,"Viúvo(a)",70,"Outra","Não se aplica","Não fortemente democrata","Católica","Não se aplica",NA
2014,"Casado(a)",59,"Branca","Não se aplica","Independente","Católica","Não se aplica",5
2014,"Casado(a)",NA,"Branca","Não se aplica","Não fortemente democrata","Muçulmana/Islã","Não se aplica",NA
2014,"Casado(a)",67,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Sem denominação",NA
2014,"Nunca casou",27,"Branca","US$ 25000 ou mais","Fortemente democrata","Católica","Não se aplica",2
2014,"Casado(a)",62,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Igreja metodista unida",NA
2014,"Casado(a)",41,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja metodista unida",1
2014,"Viúvo(a)",89,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",8
2014,"Casado(a)",35,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Outras batistas",1
2014,"Nunca casou",42,"Negra","US$ 20000 - 24999","Fortemente democrata","Protestante","Batista, não sabe qual",1
2014,"Casado(a)",37,"Outra","US$ 25000 ou mais","Independente","Católica","Não se aplica",NA
2014,"Casado(a)",36,"Branca","Não se aplica","Independente","Não sabe","Não se aplica",1
2014,"Nunca casou",35,"Outra","Não se aplica","Outro partido","Judaísmo","Não se aplica",NA
