"ordem","pid","moradia_classe","moradia_zoneamento","lote_fachada","lote_area","rua_tipo","beco_tipo","lote_formato","terreno_contorno","utilidades","lote_config","terreno_declive","vizinhanca","condicao_1","condicao_2","moradia_tipo","moradia_estilo","geral_qualidade","geral_condicao","construcao_ano","remodelacao_ano","telhado_estilo","telhado_material","exterior_cobertura_1","exterior_cobertura_2","alvenaria_tipo","alvenaria_area","exterior_qualidade","exterior_condicao","fundacao_tipo","porao_qualidade","porao_condicao","porao_exposicao","porao_acabamento_1","porao_area_com_acabamento_1","porao_acabamento_2","porao_area_com_acabamento_2","porao_area_sem_acabamento","porao_area_total","porao_num_banheiros","porao_num_banheiros_lavabos","aquecimento_tipo","aquecimento_qualidade_condicao","ar_condicionado_central","sistema_eletrico_tipo","primeiro_andar_area","segundo_andar_area","acabamento_baixa_qualidade_area","acima_solo_area","acima_solo_num_banheiros","acima_solo_num_lavabos","acima_solo_num_quartos","acima_solo_num_cozinhas","cozinha_qualidade","acima_solo_num_comodos","funcional","total_num_lareiras","lareira_qualidade","garagem_tipo","garagem_ano_construcao","garagem_acabamento","garagem_capacidade_carros","garagem_area","garagem_qualidade","garagem_condicao","entrada_veiculo_pavimentada","deck_madeira_area","varanda_aberta_area","varanda_fechada_area","varanda_3ssn_area","varanda_com_tela_area","piscina_area","piscina_qualidade","cerca_qualidade","funcionalidades_diversas","funcionalidades_valor","venda_mes","venda_ano","venda_tipo","venda_condicao","venda_valor"
2019,"0903233140","045","Residencial média densidade",51,6120,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Brookside","normal","normal","família única","um andar e meio (segundo nível não terminado)","boa","muito boa",1929,2001,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","tijolo e telha","média","média","No","não finalizado",0,"não finalizado",0,832,832,0,0,"forno de ar quente a gás","excelente","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",854,0,0,854,1,0,2,1,"média",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",1991,"não terminada",2,576,"média","média","Y",48,112,0,0,0,0,NA,"boa privacidade",NA,0,7,2007,"WD ","venda normal",132000
2020,"0903233180","050","Residencial média densidade",52,6240,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Brookside","normal","normal","família única","um andar e meio (segundo nível terminado)","acima da média","acima da média",1931,1950,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","tijolo e telha","média","regular","No","baixa qualidade",425,"não finalizado",0,459,884,0,0,"forno de ar quente a gás","média","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",959,408,0,1367,1,0,3,1,"média",6,"funcionalidade típica",1,"boa","garagem não anexada à casa",1978,"não terminada",1,560,"média","média","Y",0,0,0,0,120,0,NA,NA,NA,0,11,2007,"WD ","venda normal",127500
2021,"0903234160","030","Residencial média densidade",60,6180,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Brookside","normal","normal","família única","um andar","acima da média","média",1926,1950,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","tijolo e telha","média","média","No","não finalizado",0,"não finalizado",0,960,960,0,0,"forno de ar quente a gás","média","N","disjuntores padrão e Romex",986,0,0,986,1,0,2,1,"média",5,"funcionalidade típica",1,"boa","garagem não anexada à casa",1926,"não terminada",1,180,"média","média","Y",0,128,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",102000
2022,"0903236130","070","Residencial média densidade",47,7755,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Old Town","normal","normal","família única","dois andares","acima da média","muito boa",1918,1995,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","boa","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,1100,1100,0,0,"forno de ar quente a gás","excelente","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",1100,1164,0,2264,2,1,4,1,"média",8,"funcionalidade típica",0,NA,"garagem não anexada à casa",1950,"não terminada",1,408,"média","média","Y",0,152,0,0,0,0,NA,"mínima privacidade",NA,0,5,2007,"WD ","venda normal",200000
2023,"0903400040","070","Residencial baixa densidade",60,13515,"pavimentada","pavimentado","regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Brookside","normal","normal","família única","dois andares","acima da média","acima da média",1919,1950,"gambrel","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","concreto derrramado","média","média","No","não finalizado",0,"não finalizado",0,764,764,0,0,"forno de ar quente a gás","excelente","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",1060,764,0,1824,1,0,3,1,"média",8,"funcionalidade típica",1,"boa","garagem não anexada à casa",1940,"não terminada",2,520,"média","média","N",0,0,126,0,0,0,NA,"boa privacidade",NA,0,7,2007,"WD ","venda normal",180500
2024,"0903401070","050","Residencial baixa densidade",60,8850,"pavimentada","pavimentado","regular","bancada","todas as utilidades p\u00fablicas","lote interno","declive leve","Brookside","normal","normal","família única","um andar e meio (segundo nível terminado)","acima da média","boa",1920,1950,"duas águas","telha padrão (composto)","tapume de madeira","Wd Shng","nenhum",0,"m\u00e9dia","boa","concreto derrramado","média","média","No","não finalizado",0,"não finalizado",0,768,768,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",752,624,0,1376,1,0,3,1,"boa",7,"funcionalidade típica",0,NA,"garagem não anexada à casa",1977,"não terminada",2,576,"média","média","parcialmente pavimentada",0,54,144,0,0,0,NA,NA,NA,0,2,2007,"WD ","venda normal",165000
2025,"0903425270","050","Residencial baixa densidade",60,8550,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Brookside","adjacente à ferrovia Norte-Sul","normal","família única","um andar e meio (segundo nível terminado)","média","média",1926,1950,"duas águas","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","concreto derrramado","regular","média","No","não finalizado",0,"não finalizado",0,750,750,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",960,356,0,1316,1,0,4,1,"média",7,"funcionalidade típica",0,NA,"garagem não anexada à casa",1965,"não terminada",2,576,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2007,"contrato de baixo pagamento inicial e juros baixos","venda entre membros de família",90000
2026,"0903425280","070","Residencial baixa densidade",60,8730,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Brookside","adjacente à ferrovia Norte-Sul","normal","família única","dois andares","acima da média","boa",1915,2003,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","tijolo e telha","média","média","No","não finalizado",0,"não finalizado",0,698,698,0,0,"forno de ar quente a gás","excelente","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",698,698,0,1396,1,0,3,1,"média",7,"funcionalidade típica",0,NA,"garagem não anexada à casa",2003,"não terminada",1,384,"média","média","Y",0,0,0,0,259,0,NA,NA,NA,0,7,2007,"WD ","venda normal",153575
2027,"0903426010","070","Residencial média densidade",NA,5700,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Old Town","adjacente a rua alimentadora","normal","família única","dois andares","boa","acima da média",1929,1990,"duas águas","telha padrão (composto)","tapume de madeira","Wd Shng","nenhum",0,"m\u00e9dia","média","tijolo e telha","média","média","No","sala de recreação média",336,"não finalizado",0,336,672,1,0,"forno de ar quente a gás","boa","N","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",672,672,0,1344,1,1,3,1,"boa",6,"funcionalidade típica",1,"boa","anexada à casa",1979,"não terminada",2,456,"média","média","Y",0,0,70,0,0,0,NA,"boa privacidade",NA,0,9,2007,"WD ","venda normal",140000
2028,"0903427040","050","Residencial média densidade",60,8520,"pavimentada","cascalho","regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Old Town","adjacente a rua arterial","normal","família única","um andar e meio (segundo nível terminado)","acima da média","boa",1916,1950,"duas águas","telha padrão (composto)","reboco","reboco","nenhum",0,"m\u00e9dia","boa","tijolo e telha","média","média","No","sala de recreação média",168,"baixa qualidade",546,0,714,0,0,"água quente a gás ou calor de vapor","média","N","disjuntores padrão e Romex",1664,862,0,2526,2,0,5,1,"boa",10,"funcionalidade típica",1,"boa","garagem não anexada à casa",1916,"não terminada",1,216,"média","média","Y",88,15,0,0,0,0,NA,"boa madeira",NA,0,8,2007,"escritura de garantia (dinheiro)","venda entre membros de família",136000
2029,"0903430040","045","Residencial média densidade",40,5680,"pavimentada","cascalho","regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Old Town","normal","normal","família única","um andar e meio (segundo nível terminado)","média","abaixo da média",1901,1950,"duas águas","telha padrão (composto)","telha de amianto","telha de amianto","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,592,592,0,0,"forno de ar quente a gás","média","N","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",933,240,0,1173,2,0,3,1,"média",7,"funcionalidade típica",0,NA,"garagem não anexada à casa",1920,"não terminada",1,240,"média","regular","Y",0,25,77,0,0,0,NA,"mínima privacidade",NA,0,9,2007,"WD ","compra de terreno adjacente",113000
2030,"0903430050","050","Residencial média densidade",40,5680,"pavimentada","cascalho","regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Old Town","normal","normal","família única","um andar e meio (segundo nível terminado)","média","regular",1901,1950,"duas águas","telha padrão (composto)","telha de amianto","telha de amianto","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,969,969,0,0,"forno de ar quente a gás","média","N","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",969,245,0,1214,1,0,2,1,"média",6,"funcionalidade típica",0,NA,"garagem não anexada à casa",1920,"não terminada",1,216,"média","média","N",0,0,77,0,0,0,NA,"mínima privacidade",NA,0,9,2007,"WD ","compra de terreno adjacente",117000
2031,"0903450060","050","Residencial média densidade",NA,7758,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Iowa DOT and Rail Road","normal","normal","família única","um andar e meio (segundo nível terminado)","boa","abaixo da média",1931,1950,"duas águas","telha padrão (composto)","reboco","reboco","face de tijolo",600,"m\u00e9dia","regular","concreto derrramado","média","média","No","baixa qualidade",224,"não finalizado",0,816,1040,0,0,"forno de ar quente a gás","excelente","Y","caixa de fusíveis de 60 AMP e principalmente fiação Romex (regular)",1226,592,0,1818,1,1,4,1,"média",7,"funcionalidade típica",2,"média","garagem não anexada à casa",1951,"não terminada",1,240,"média","média","Y",0,0,0,0,184,0,NA,NA,NA,0,6,2007,"WD ","venda normal",169500
2032,"0903451110","045","Residencial média densidade",57,7449,"pavimentada","cascalho","regular","bancada","todas as utilidades p\u00fablicas","lote interno","declive leve","Iowa DOT and Rail Road","normal","normal","família única","um andar e meio (segundo nível não terminado)","boa","boa",1930,1950,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","concreto derrramado","média","média","No","não finalizado",0,"não finalizado",0,637,637,0,0,"forno de ar quente a gás","excelente","Y","caixa de fusíveis de 60 AMP e principalmente fiação Romex (regular)",1108,0,0,1108,1,0,3,1,"boa",6,"funcionalidade típica",1,"boa","anexada à casa",1930,"não terminada",1,280,"média","média","N",0,0,205,0,0,0,NA,"boa privacidade",NA,0,6,2007,"WD ","venda normal",139400
2033,"0903453080","dividida ou multinível","Residencial média densidade",120,13200,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Iowa DOT and Rail Road","normal","normal","família única","nível dividido (split level)","acima da média","acima da média",1963,1963,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",234,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",375,"não finalizado",0,366,741,0,0,"forno de ar quente a gás","regular","Y","disjuntores padrão e Romex",1497,797,0,2294,3,0,5,1,"média",9,"funcionalidade típica",1,"boa","anexada à casa",1963,"não terminada",2,658,"média","média","Y",0,110,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","venda normal",202500
2034,"0903454010","070","Residencial média densidade",60,6882,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Iowa DOT and Rail Road","normal","normal","família única","dois andares","acima da média","boa",1914,2006,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","concreto derrramado","média","média","No","não finalizado",0,"não finalizado",0,684,684,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",773,582,0,1355,1,1,3,1,"boa",7,"funcionalidade típica",0,NA,NA,NA,NA,0,0,NA,NA,"Y",136,0,115,0,0,0,NA,NA,NA,0,3,2007,"WD ","venda normal",127000
2035,"0903454090","050","Residencial média densidade",50,9000,"pavimentada",NA,"regular","bancada","todas as utilidades p\u00fablicas","lote interno","declive leve","Iowa DOT and Rail Road","normal","normal","família única","um andar e meio (segundo nível terminado)","acima da média","acima da média",1937,1950,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","boa","concreto derrramado","média","média","No","não finalizado",0,"não finalizado",0,780,780,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",780,595,0,1375,1,1,3,1,"boa",6,"funcionalidade típica",1,"boa","garagem não anexada à casa",1979,"não terminada",1,544,"média","média","parcialmente pavimentada",0,162,0,0,126,0,NA,NA,NA,0,12,2007,"WD ","venda normal",141000
2036,"0903456110","060","Residencial média densidade",60,9780,"pavimentada","cascalho","regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Iowa DOT and Rail Road","normal","normal","família única","dois andares","boa","excelente",1950,2005,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"m\u00e9dia","excelente","bloco de concreto","média","média","No","baixa qualidade",354,"sala de recreação média",398,224,976,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",976,976,0,1952,1,1,4,1,"boa",8,"funcionalidade típica",2,"média","garagem não anexada à casa",1950,"terminada",1,299,"média","média","Y",285,0,0,0,216,0,NA,NA,NA,0,4,2007,"WD ","venda normal",212300
2037,"0903457040","050","Residencial média densidade",60,10320,"pavimentada","cascalho","regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Iowa DOT and Rail Road","normal","normal","família única","um andar e meio (segundo nível terminado)","acima da média","média",1915,1950,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","regular","No","baixa qualidade",375,"não finalizado",0,763,1138,0,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1138,1042,0,2180,1,1,3,1,"média",7,"funcionalidade típica",1,"boa","garagem não anexada à casa",2006,"não terminada",2,720,"média","média","N",0,0,170,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",161000
2038,"0903457130","conversão para 2 famílias - todos os estilos e idades","Residencial média densidade",52,4330,"pavimentada","cascalho","regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Iowa DOT and Rail Road","normal","normal","conversão para 2 famílias","um andar e meio (segundo nível terminado)","abaixo da média","acima da média",1958,1958,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","tijolo e telha","regular","média","No","sala de recreação média",681,"alojamento médio",127,0,808,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",838,477,0,1315,2,0,3,1,"média",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",1958,"acabamento grosseiro",2,436,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2007,"escritura / propriedade do oficial de justiça","venda anormal",99500
2039,"0903458020","075","Residencial média densidade",60,7200,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Iowa DOT and Rail Road","normal","normal","família única","dois andares e meio (segundo nível não terminado)","média","boa",1920,1996,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","tijolo e telha","média","regular","No","não finalizado",0,"não finalizado",0,530,530,0,0,"forno de ar quente a gás","média","N","disjuntores padrão e Romex",581,530,0,1111,1,0,3,1,"regular",6,"funcionalidade típica",0,NA,"garagem não anexada à casa",1935,"não terminada",1,288,"média","média","N",0,0,144,0,0,0,NA,NA,NA,0,3,2007,"WD ","venda normal",101000
2040,"0903458060","030","Residencial média densidade",40,4800,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Iowa DOT and Rail Road","normal","normal","família única","um andar","abaixo da média","boa",1916,1990,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","baixa qualidade",197,"não finalizado",0,999,1196,1,0,"forno de ar quente a gás","excelente","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",1196,0,0,1196,1,0,2,1,"média",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",1957,"não terminada",2,440,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","venda normal",109900
2041,"0903475040","050","Residencial média densidade",NA,12358,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Old Town","adjacente a rua alimentadora","normal","família única","um andar e meio (segundo nível terminado)","média","acima da média",1941,1950,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",360,"não finalizado",0,360,720,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",854,0,528,1382,1,1,2,1,"média",7,"funcionalidade típica",0,NA,"garagem não anexada à casa",1991,"não terminada",2,660,"média","média","Y",237,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",128500
2042,"0903475060","conversão para 2 famílias - todos os estilos e idades","Residencial média densidade",60,10120,"pavimentada",NA,"levemente irregular","bancada","todas as utilidades p\u00fablicas","lote interno","declive leve","Old Town","adjacente a rua alimentadora","normal","conversão para 2 famílias","dois andares e meio (segundo nível não terminado)","boa","abaixo da média",1910,1950,"quadril","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"regular","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,925,925,0,0,"forno de ar quente a gás","média","N","caixa de fusíveis de 60 AMP e principalmente fiação Romex (regular)",964,925,0,1889,1,1,4,2,"média",9,"funcionalidade típica",1,"boa","garagem não anexada à casa",1960,"não terminada",1,308,"média","média","N",0,0,264,0,0,0,NA,"mínima privacidade",NA,0,1,2007,"WD ","venda normal",122000
2043,"0903476100","045","Residencial média densidade",55,4388,"pavimentada",NA,"levemente irregular","bancada","todas as utilidades p\u00fablicas","lote interno","declive leve","Old Town","adjacente a rua alimentadora","normal","família única","um andar e meio (segundo nível não terminado)","média","boa",1930,1950,"duas águas","telha padrão (composto)","telhas de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","boa","tijolo e telha","média","média","No","baixa qualidade",116,"não finalizado",0,556,672,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",840,0,0,840,1,0,3,1,"média",5,"funcionalidade típica",1,"média",NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","venda normal",87000
2044,"0903484080","050","Residencial média densidade",60,10320,"pavimentada","cascalho","regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Iowa DOT and Rail Road","adjacente a rua arterial","normal","família única","um andar e meio (segundo nível terminado)","abaixo da média","muito ruim",1910,1950,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"regular","regular","bloco de concreto","média","regular","No","não finalizado",0,"não finalizado",0,771,771,0,0,"forno de ar quente a gás","regular","Y","disjuntores padrão e Romex",866,504,114,1484,2,0,3,1,"média",6,"apenas recuperação",0,NA,"garagem não anexada à casa",1910,"não terminada",1,264,"média","regular","N",14,211,0,0,84,0,NA,NA,NA,0,9,2007,"escritura / propriedade do oficial de justiça","venda anormal",50000
2045,"0904100100","070","Residencial baixa densidade",107,12888,"pavimentada",NA,"regular","bancada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","adjacente a rua alimentadora","normal","família única","dois andares","boa","muito boa",1937,1980,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","boa","bloco de concreto","média","média","No","alojamento médio",288,"não finalizado",0,717,1005,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1262,1005,0,2267,1,1,3,1,"média",7,"funcionalidade típica",2,"boa","anexada à casa",1937,"terminada",2,498,"média","média","Y",521,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","venda normal",219000
2046,"0904101070","050","Residencial baixa densidade",138,18030,"pavimentada",NA,"levemente irregular","bancada","todas as utilidades p\u00fablicas","lote interno","declive leve","Clear Creek","normal","normal","família única","um andar e meio (segundo nível terminado)","média","acima da média",1946,1994,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",152,"alojamento abaixo da média",469,977,1598,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1636,971,479,3086,3,0,3,1,"excelente",12,"deduções maiores 1",1,"boa",NA,NA,NA,0,0,NA,NA,"Y",122,0,0,0,0,0,NA,"mínima privacidade",NA,0,3,2007,"WD ","venda normal",200500
2047,"0904301110","050","Residencial baixa densidade",60,8160,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Edwards","normal","normal","família única","um andar e meio (segundo nível terminado)","média","acima da média",1940,1950,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","tijolo e telha","média","média","No","alojamento médio",312,"não finalizado",0,444,756,1,0,"forno de ar quente a gás","regular","N","caixa de fusíveis de 60 AMP e principalmente fiação Romex (regular)",756,378,0,1134,1,1,3,1,"média",7,"funcionalidade típica",0,NA,"garagem não anexada à casa",1940,"não terminada",1,240,"média","média","parcialmente pavimentada",0,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","compra de terreno adjacente",126000
2048,"0904302010","conversão para 2 famílias - todos os estilos e idades","Residencial baixa densidade",59,4484,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","South & West of Iowa State University","normal","normal","conversão para 2 famílias","um andar e meio (segundo nível terminado)","média","acima da média",1942,1979,"duas águas","telha padrão (composto)","madeirra compensada","madeirra compensada","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento médio",485,"não finalizado",0,187,672,1,0,"forno de ar quente a gás","média","N","disjuntores padrão e Romex",778,504,0,1282,1,0,2,1,"média",4,"funcionalidade típica",0,NA,"garagem não anexada à casa",1942,"não terminada",1,240,"média","média","Y",0,88,0,0,0,0,NA,"mínima privacidade",NA,0,7,2007,"WD ","venda normal",108500
2049,"0905100060","conversão para 2 famílias - todos os estilos e idades","Residencial baixa densidade",75,11235,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","conversão para 2 famílias","hall de entrada dividido (split foyer)","média","média",1963,1963,"duas águas","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","bloco de concreto","boa","média","exposição média","alojamento médio",925,"não finalizado",0,0,925,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",999,0,0,999,1,0,3,1,"média",6,"funcionalidade típica",0,NA,"garagem não anexada à casa",1963,"não terminada",1,308,"média","média","Y",40,176,0,0,0,0,NA,"mínima privacidade",NA,0,3,2007,"WD ","venda normal",130000
2050,"0905100080","salão de entrada dividido (split foyer)","Residencial baixa densidade",75,11235,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","hall de entrada dividido (split foyer)","média","média",1964,1980,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",30,"m\u00e9dia","média","bloco de concreto","boa","média","exposição média","alojamento abaixo da média",785,"não finalizado",0,635,1420,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1452,0,0,1452,1,0,2,1,"média",6,"deduções menores 2",1,"média","garagem não anexada à casa",1964,"não terminada",2,572,"média","média","Y",92,0,88,0,0,0,NA,NA,NA,0,11,2007,"WD ","venda normal",158450
2051,"0905101070","020","Residencial baixa densidade",62,14299,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","adjacente a rua alimentadora","normal","família única","um andar","abaixo da média","regular",1964,1964,"duas águas","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",513,"baixa qualidade",144,348,1005,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1005,0,0,1005,1,0,3,1,"média",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",1964,"não terminada",2,440,"média","média","N",0,0,0,0,0,0,NA,"mínima privacidade",NA,0,7,2007,"WD ","venda normal",115400
2052,"0905101200","020","Residencial baixa densidade",61,7943,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","adjacente a rua alimentadora","normal","família única","um andar","abaixo da média","média",1961,1961,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","tijolo comum",192,"m\u00e9dia","regular","bloco de concreto","média","média","exposição mínima","sala de recreação média",903,"não finalizado",0,126,1029,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1029,0,0,1029,1,0,3,1,"média",5,"funcionalidade típica",0,NA,"anexada à casa",1961,"não terminada",1,261,"média","média","Y",64,0,39,0,0,0,NA,NA,NA,0,4,2007,"WD ","venda normal",118500
2053,"0905102010","dividida ou multinível","Residencial baixa densidade",65,14149,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","nível dividido (split level)","média","muito boa",1964,2001,"quadril","telha padrão (composto)","placa dura","placa dura","face de tijolo",50,"boa","boa","bloco de concreto","média","média","exposição boa","baixa qualidade",68,"alojamento abaixo da média",722,190,980,0,1,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1020,0,0,1020,2,0,3,1,"média",5,"funcionalidade típica",1,"ruim","garagem não anexada à casa",1970,"não terminada",2,528,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",165000
